pub_order,cycle,dataset,sequence_index,sequence_kind,payload_index,char_index,char_sent,bit_in_char,bit_sent,circuit_hash,transpile_hash
389,0,REAL,58,PAYLOAD,42,2,N,8,0,f7f31345a1f8cd81,d6fdbd858942d985
390,2,REAL,3,HEADER,-1,-1,,-1,1,1145d10ea689307a,45d066a2b0da3167
391,2,REAL,37,PAYLOAD,21,1,A,4,0,f7f31345a1f8cd81,d6fdbd858942d985
392,0,REAL,5,HEADER,-1,-1,,-1,1,1145d10ea689307a,45d066a2b0da3167
393,1,NULO,39,PAYLOAD,23,3,U,4,0,ac38ecf3e7ea6c8f,11db72cfd0ef8b79
394,0,PHAN_STRICT_POSTHOC,6,HEADER,-1,-1,,-1,0,f7f31345a1f8cd81,d6fdbd858942d985
395,2,PHAN_STRICT_POSTHOC,25,PAYLOAD,9,4,S,1,0,f7f31345a1f8cd81,d6fdbd858942d985
396,1,REAL,56,PAYLOAD,40,0,J,8,0,f7f31345a1f8cd81,d6fdbd858942d985
397,2,REAL,35,PAYLOAD,19,4,S,3,1,1145d10ea689307a,45d066a2b0da3167
398,1,REAL,12,HEADER,-1,-1,,-1,0,f7f31345a1f8cd81,d6fdbd858942d985
399,1,REAL,14,HEADER,-1,-1,,-1,0,f7f31345a1f8cd81,d6fdbd858942d985
400,2,PHAN_STRICT_POSTHOC,51,PAYLOAD,35,0,J,7,0,f7f31345a1f8cd81,d6fdbd858942d985
401,1,PHAN_STRICT_POSTHOC,0,HEADER,-1,-1,,-1,0,f7f31345a1f8cd81,d6fdbd858942d985
402,1,REAL,33,PAYLOAD,17,2,N,3,1,1145d10ea689307a,45d066a2b0da3167
403,2,PHAN_STRICT_POSTHOC,36,PAYLOAD,20,0,J,4,1,f7f31345a1f8cd81,d6fdbd858942d985
404,0,NULO,20,PAYLOAD,4,4,S,0,1,4cfd64574be51110,958794348209a838
405,2,PHAN_STRICT_POSTHOC,13,HEADER,-1,-1,,-1,1,f7f31345a1f8cd81,d6fdbd858942d985
406,0,NULO,17,PAYLOAD,1,1,A,0,1,4cfd64574be51110,958794348209a838
407,0,REAL,56,PAYLOAD,40,0,J,8,0,f7f31345a1f8cd81,d6fdbd858942d985
408,0,REAL,24,PAYLOAD,8,3,U,1,0,f7f31345a1f8cd81,d6fdbd858942d985
409,2,REAL,20,PAYLOAD,4,4,S,0,1,1145d10ea689307a,45d066a2b0da3167
410,0,REAL,46,PAYLOAD,30,0,J,6,1,1145d10ea689307a,45d066a2b0da3167
411,1,NULO,8,HEADER,-1,-1,,-1,0,ac38ecf3e7ea6c8f,11db72cfd0ef8b79
412,1,NULO,16,PAYLOAD,0,0,J,0,0,ac38ecf3e7ea6c8f,11db72cfd0ef8b79
413,0,NULO,9,HEADER,-1,-1,,-1,1,4cfd64574be51110,958794348209a838
414,2,PHAN_STRICT_POSTHOC,11,HEADER,-1,-1,,-1,1,f7f31345a1f8cd81,d6fdbd858942d985
415,2,PHAN_STRICT_POSTHOC,9,HEADER,-1,-1,,-1,1,f7f31345a1f8cd81,d6fdbd858942d985
416,1,REAL,21,PAYLOAD,5,0,J,1,1,1145d10ea689307a,45d066a2b0da3167
417,1,NULO,54,PAYLOAD,38,3,U,7,1,4cfd64574be51110,958794348209a838
418,1,REAL,36,PAYLOAD,20,0,J,4,1,1145d10ea689307a,45d066a2b0da3167
419,1,NULO,55,PAYLOAD,39,4,S,7,1,4cfd64574be51110,958794348209a838
420,2,REAL,16,PAYLOAD,0,0,J,0,0,f7f31345a1f8cd81,d6fdbd858942d985
421,0,PHAN_STRICT_POSTHOC,12,HEADER,-1,-1,,-1,0,f7f31345a1f8cd81,d6fdbd858942d985
422,1,NULO,31,PAYLOAD,15,0,J,3,0,ac38ecf3e7ea6c8f,11db72cfd0ef8b79
423,1,NULO,43,PAYLOAD,27,2,N,5,1,4cfd64574be51110,958794348209a838
424,2,REAL,15,HEADER,-1,-1,,-1,1,1145d10ea689307a,45d066a2b0da3167
425,0,PHAN_STRICT_POSTHOC,4,HEADER,-1,-1,,-1,0,f7f31345a1f8cd81,d6fdbd858942d985
426,0,NULO,10,HEADER,-1,-1,,-1,0,ac38ecf3e7ea6c8f,11db72cfd0ef8b79
427,0,PHAN_STRICT_POSTHOC,13,HEADER,-1,-1,,-1,1,f7f31345a1f8cd81,d6fdbd858942d985
428,0,NULO,12,HEADER,-1,-1,,-1,0,ac38ecf3e7ea6c8f,11db72cfd0ef8b79
429,1,REAL,51,PAYLOAD,35,0,J,7,0,f7f31345a1f8cd81,d6fdbd858942d985
430,1,PHAN_STRICT_POSTHOC,24,PAYLOAD,8,3,U,1,0,f7f31345a1f8cd81,d6fdbd858942d985
431,1,REAL,19,PAYLOAD,3,3,U,0,0,f7f31345a1f8cd81,d6fdbd858942d985
432,1,NULO,11,HEADER,-1,-1,,-1,1,4cfd64574be51110,958794348209a838
433,1,PHAN_STRICT_POSTHOC,30,PAYLOAD,14,4,S,2,1,f7f31345a1f8cd81,d6fdbd858942d985
434,2,NULO,11,HEADER,-1,-1,,-1,1,4cfd64574be51110,958794348209a838
435,2,NULO,15,HEADER,-1,-1,,-1,1,4cfd64574be51110,958794348209a838
436,2,PHAN_STRICT_POSTHOC,27,PAYLOAD,11,1,A,2,0,f7f31345a1f8cd81,d6fdbd858942d985
437,1,NULO,46,PAYLOAD,30,0,J,6,1,4cfd64574be51110,958794348209a838
438,0,NULO,47,PAYLOAD,31,1,A,6,0,ac38ecf3e7ea6c8f,11db72cfd0ef8b79
439,0,REAL,33,PAYLOAD,17,2,N,3,1,1145d10ea689307a,45d066a2b0da3167
440,0,PHAN_STRICT_POSTHOC,15,HEADER,-1,-1,,-1,1,f7f31345a1f8cd81,d6fdbd858942d985
441,1,REAL,22,PAYLOAD,6,1,A,1,0,f7f31345a1f8cd81,d6fdbd858942d985
442,0,PHAN_STRICT_POSTHOC,39,PAYLOAD,23,3,U,4,0,f7f31345a1f8cd81,d6fdbd858942d985
443,2,REAL,46,PAYLOAD,30,0,J,6,1,1145d10ea689307a,45d066a2b0da3167
444,0,REAL,16,PAYLOAD,0,0,J,0,0,f7f31345a1f8cd81,d6fdbd858942d985
445,2,REAL,54,PAYLOAD,38,3,U,7,1,1145d10ea689307a,45d066a2b0da3167
446,0,NULO,56,PAYLOAD,40,0,J,8,0,ac38ecf3e7ea6c8f,11db72cfd0ef8b79
447,0,REAL,28,PAYLOAD,12,2,N,2,0,f7f31345a1f8cd81,d6fdbd858942d985
448,2,REAL,31,PAYLOAD,15,0,J,3,0,f7f31345a1f8cd81,d6fdbd858942d985
449,2,REAL,27,PAYLOAD,11,1,A,2,0,f7f31345a1f8cd81,d6fdbd858942d985
450,2,NULO,4,HEADER,-1,-1,,-1,0,ac38ecf3e7ea6c8f,11db72cfd0ef8b79
451,0,PHAN_STRICT_POSTHOC,44,PAYLOAD,28,3,U,5,1,f7f31345a1f8cd81,d6fdbd858942d985
452,1,PHAN_STRICT_POSTHOC,45,PAYLOAD,29,4,S,5,0,f7f31345a1f8cd81,d6fdbd858942d985
453,0,NULO,51,PAYLOAD,35,0,J,7,0,ac38ecf3e7ea6c8f,11db72cfd0ef8b79
454,1,NULO,41,PAYLOAD,25,0,J,5,0,ac38ecf3e7ea6c8f,11db72cfd0ef8b79
455,2,PHAN_STRICT_POSTHOC,26,PAYLOAD,10,0,J,2,0,f7f31345a1f8cd81,d6fdbd858942d985
456,1,PHAN_STRICT_POSTHOC,22,PAYLOAD,6,1,A,1,0,f7f31345a1f8cd81,d6fdbd858942d985
457,0,PHAN_STRICT_POSTHOC,16,PAYLOAD,0,0,J,0,0,f7f31345a1f8cd81,d6fdbd858942d985
458,2,NULO,55,PAYLOAD,39,4,S,7,1,4cfd64574be51110,958794348209a838
459,1,REAL,53,PAYLOAD,37,2,N,7,0,f7f31345a1f8cd81,d6fdbd858942d985
460,2,NULO,49,PAYLOAD,33,3,U,6,0,ac38ecf3e7ea6c8f,11db72cfd0ef8b79
461,0,PHAN_STRICT_POSTHOC,3,HEADER,-1,-1,,-1,1,f7f31345a1f8cd81,d6fdbd858942d985
462,2,REAL,7,HEADER,-1,-1,,-1,1,1145d10ea689307a,45d066a2b0da3167
463,1,NULO,29,PAYLOAD,13,3,U,2,1,4cfd64574be51110,958794348209a838
464,0,NULO,26,PAYLOAD,10,0,J,2,0,ac38ecf3e7ea6c8f,11db72cfd0ef8b79
465,2,NULO,52,PAYLOAD,36,1,A,7,1,4cfd64574be51110,958794348209a838
466,1,PHAN_STRICT_POSTHOC,6,HEADER,-1,-1,,-1,0,f7f31345a1f8cd81,d6fdbd858942d985
467,0,REAL,36,PAYLOAD,20,0,J,4,1,1145d10ea689307a,45d066a2b0da3167
468,1,PHAN_STRICT_POSTHOC,26,PAYLOAD,10,0,J,2,0,f7f31345a1f8cd81,d6fdbd858942d985
469,1,PHAN_STRICT_POSTHOC,44,PAYLOAD,28,3,U,5,1,f7f31345a1f8cd81,d6fdbd858942d985
470,1,PHAN_STRICT_POSTHOC,54,PAYLOAD,38,3,U,7,1,f7f31345a1f8cd81,d6fdbd858942d985
471,0,PHAN_STRICT_POSTHOC,14,HEADER,-1,-1,,-1,0,f7f31345a1f8cd81,d6fdbd858942d985
472,1,PHAN_STRICT_POSTHOC,38,PAYLOAD,22,2,N,4,1,f7f31345a1f8cd81,d6fdbd858942d985
473,0,NULO,46,PAYLOAD,30,0,J,6,1,4cfd64574be51110,958794348209a838
474,0,PHAN_STRICT_POSTHOC,59,PAYLOAD,43,3,U,8,1,f7f31345a1f8cd81,d6fdbd858942d985
475,1,REAL,6,HEADER,-1,-1,,-1,0,f7f31345a1f8cd81,d6fdbd858942d985
476,0,NULO,22,PAYLOAD,6,1,A,1,0,ac38ecf3e7ea6c8f,11db72cfd0ef8b79
477,1,REAL,3,HEADER,-1,-1,,-1,1,1145d10ea689307a,45d066a2b0da3167
478,2,NULO,0,HEADER,-1,-1,,-1,0,ac38ecf3e7ea6c8f,11db72cfd0ef8b79
479,1,PHAN_STRICT_POSTHOC,20,PAYLOAD,4,4,S,0,1,f7f31345a1f8cd81,d6fdbd858942d985
480,1,REAL,49,PAYLOAD,33,3,U,6,0,f7f31345a1f8cd81,d6fdbd858942d985
481,2,PHAN_STRICT_POSTHOC,55,PAYLOAD,39,4,S,7,1,f7f31345a1f8cd81,d6fdbd858942d985
482,1,REAL,11,HEADER,-1,-1,,-1,1,1145d10ea689307a,45d066a2b0da3167
483,0,REAL,51,PAYLOAD,35,0,J,7,0,f7f31345a1f8cd81,d6fdbd858942d985
484,2,NULO,16,PAYLOAD,0,0,J,0,0,ac38ecf3e7ea6c8f,11db72cfd0ef8b79
485,0,NULO,58,PAYLOAD,42,2,N,8,0,ac38ecf3e7ea6c8f,11db72cfd0ef8b79
486,2,NULO,10,HEADER,-1,-1,,-1,0,ac38ecf3e7ea6c8f,11db72cfd0ef8b79
487,2,PHAN_STRICT_POSTHOC,17,PAYLOAD,1,1,A,0,1,f7f31345a1f8cd81,d6fdbd858942d985
488,0,PHAN_STRICT_POSTHOC,26,PAYLOAD,10,0,J,2,0,f7f31345a1f8cd81,d6fdbd858942d985
489,2,REAL,29,PAYLOAD,13,3,U,2,1,1145d10ea689307a,45d066a2b0da3167
490,0,NULO,55,PAYLOAD,39,4,S,7,1,4cfd64574be51110,958794348209a838
491,1,PHAN_STRICT_POSTHOC,33,PAYLOAD,17,2,N,3,1,f7f31345a1f8cd81,d6fdbd858942d985
492,0,REAL,23,PAYLOAD,7,2,N,1,0,f7f31345a1f8cd81,d6fdbd858942d985
493,0,REAL,35,PAYLOAD,19,4,S,3,1,1145d10ea689307a,45d066a2b0da3167
494,1,PHAN_STRICT_POSTHOC,55,PAYLOAD,39,4,S,7,1,f7f31345a1f8cd81,d6fdbd858942d985
495,0,NULO,37,PAYLOAD,21,1,A,4,0,ac38ecf3e7ea6c8f,11db72cfd0ef8b79
496,1,NULO,51,PAYLOAD,35,0,J,7,0,ac38ecf3e7ea6c8f,11db72cfd0ef8b79
497,1,REAL,2,HEADER,-1,-1,,-1,0,f7f31345a1f8cd81,d6fdbd858942d985
498,2,NULO,14,HEADER,-1,-1,,-1,0,ac38ecf3e7ea6c8f,11db72cfd0ef8b79
499,2,NULO,26,PAYLOAD,10,0,J,2,0,ac38ecf3e7ea6c8f,11db72cfd0ef8b79
500,1,PHAN_STRICT_POSTHOC,11,HEADER,-1,-1,,-1,1,f7f31345a1f8cd81,d6fdbd858942d985
501,1,PHAN_STRICT_POSTHOC,16,PAYLOAD,0,0,J,0,0,f7f31345a1f8cd81,d6fdbd858942d985
502,2,REAL,58,PAYLOAD,42,2,N,8,0,f7f31345a1f8cd81,d6fdbd858942d985
503,0,PHAN_STRICT_POSTHOC,28,PAYLOAD,12,2,N,2,0,f7f31345a1f8cd81,d6fdbd858942d985
504,1,NULO,38,PAYLOAD,22,2,N,4,1,4cfd64574be51110,958794348209a838
505,0,REAL,40,PAYLOAD,24,4,S,4,0,f7f31345a1f8cd81,d6fdbd858942d985
506,1,REAL,10,HEADER,-1,-1,,-1,0,f7f31345a1f8cd81,d6fdbd858942d985
507,2,NULO,45,PAYLOAD,29,4,S,5,0,ac38ecf3e7ea6c8f,11db72cfd0ef8b79
508,2,PHAN_STRICT_POSTHOC,10,HEADER,-1,-1,,-1,0,f7f31345a1f8cd81,d6fdbd858942d985
509,0,NULO,2,HEADER,-1,-1,,-1,0,ac38ecf3e7ea6c8f,11db72cfd0ef8b79
510,1,NULO,30,PAYLOAD,14,4,S,2,1,4cfd64574be51110,958794348209a838
511,2,NULO,43,PAYLOAD,27,2,N,5,1,4cfd64574be51110,958794348209a838
512,0,REAL,44,PAYLOAD,28,3,U,5,1,1145d10ea689307a,45d066a2b0da3167
513,1,NULO,26,PAYLOAD,10,0,J,2,0,ac38ecf3e7ea6c8f,11db72cfd0ef8b79
514,1,PHAN_STRICT_POSTHOC,47,PAYLOAD,31,1,A,6,0,f7f31345a1f8cd81,d6fdbd858942d985
515,2,REAL,1,HEADER,-1,-1,,-1,1,1145d10ea689307a,45d066a2b0da3167
516,0,NULO,38,PAYLOAD,22,2,N,4,1,4cfd64574be51110,958794348209a838
517,2,REAL,23,PAYLOAD,7,2,N,1,0,f7f31345a1f8cd81,d6fdbd858942d985
518,0,NULO,33,PAYLOAD,17,2,N,3,1,4cfd64574be51110,958794348209a838
519,2,PHAN_STRICT_POSTHOC,54,PAYLOAD,38,3,U,7,1,f7f31345a1f8cd81,d6fdbd858942d985
520,1,PHAN_STRICT_POSTHOC,39,PAYLOAD,23,3,U,4,0,f7f31345a1f8cd81,d6fdbd858942d985
521,1,REAL,37,PAYLOAD,21,1,A,4,0,f7f31345a1f8cd81,d6fdbd858942d985
522,0,PHAN_STRICT_POSTHOC,37,PAYLOAD,21,1,A,4,0,f7f31345a1f8cd81,d6fdbd858942d985
523,2,PHAN_STRICT_POSTHOC,40,PAYLOAD,24,4,S,4,0,f7f31345a1f8cd81,d6fdbd858942d985
524,1,PHAN_STRICT_POSTHOC,43,PAYLOAD,27,2,N,5,1,f7f31345a1f8cd81,d6fdbd858942d985
525,2,PHAN_STRICT_POSTHOC,52,PAYLOAD,36,1,A,7,1,f7f31345a1f8cd81,d6fdbd858942d985
526,0,PHAN_STRICT_POSTHOC,41,PAYLOAD,25,0,J,5,0,f7f31345a1f8cd81,d6fdbd858942d985
527,0,REAL,6,HEADER,-1,-1,,-1,0,f7f31345a1f8cd81,d6fdbd858942d985
528,1,NULO,40,PAYLOAD,24,4,S,4,0,ac38ecf3e7ea6c8f,11db72cfd0ef8b79
529,2,NULO,32,PAYLOAD,16,1,A,3,0,ac38ecf3e7ea6c8f,11db72cfd0ef8b79
530,1,REAL,42,PAYLOAD,26,1,A,5,0,f7f31345a1f8cd81,d6fdbd858942d985
531,2,NULO,2,HEADER,-1,-1,,-1,0,ac38ecf3e7ea6c8f,11db72cfd0ef8b79
532,1,REAL,20,PAYLOAD,4,4,S,0,1,1145d10ea689307a,45d066a2b0da3167
533,0,REAL,27,PAYLOAD,11,1,A,2,0,f7f31345a1f8cd81,d6fdbd858942d985
534,2,PHAN_STRICT_POSTHOC,29,PAYLOAD,13,3,U,2,1,f7f31345a1f8cd81,d6fdbd858942d985
535,1,REAL,55,PAYLOAD,39,4,S,7,1,1145d10ea689307a,45d066a2b0da3167
536,1,REAL,40,PAYLOAD,24,4,S,4,0,f7f31345a1f8cd81,d6fdbd858942d985
537,0,NULO,34,PAYLOAD,18,3,U,3,1,4cfd64574be51110,958794348209a838
538,0,REAL,30,PAYLOAD,14,4,S,2,1,1145d10ea689307a,45d066a2b0da3167
539,0,REAL,32,PAYLOAD,16,1,A,3,0,f7f31345a1f8cd81,d6fdbd858942d985
540,2,NULO,5,HEADER,-1,-1,,-1,1,4cfd64574be51110,958794348209a838
541,0,NULO,28,PAYLOAD,12,2,N,2,0,ac38ecf3e7ea6c8f,11db72cfd0ef8b79
542,0,NULO,43,PAYLOAD,27,2,N,5,1,4cfd64574be51110,958794348209a838
543,0,PHAN_STRICT_POSTHOC,20,PAYLOAD,4,4,S,0,1,f7f31345a1f8cd81,d6fdbd858942d985
544,1,REAL,45,PAYLOAD,29,4,S,5,0,f7f31345a1f8cd81,d6fdbd858942d985
545,1,NULO,6,HEADER,-1,-1,,-1,0,ac38ecf3e7ea6c8f,11db72cfd0ef8b79
546,1,NULO,37,PAYLOAD,21,1,A,4,0,ac38ecf3e7ea6c8f,11db72cfd0ef8b79
547,0,REAL,25,PAYLOAD,9,4,S,1,0,f7f31345a1f8cd81,d6fdbd858942d985
548,0,NULO,53,PAYLOAD,37,2,N,7,0,ac38ecf3e7ea6c8f,11db72cfd0ef8b79
