pub_order,cycle,dataset,sequence_index,sequence_kind,payload_index,char_index,char_sent,bit_in_char,bit_sent,circuit_hash,transpile_hash
241,0,NULO,43,PAYLOAD,39,4,S,7,1,4cfd64574be51110,fad32430e3bae1d3
242,1,NULO,24,PAYLOAD,20,0,J,4,1,4cfd64574be51110,fad32430e3bae1d3
243,1,NULO,30,PAYLOAD,26,1,A,5,0,ac38ecf3e7ea6c8f,717aace61ce4b072
244,1,REAL,11,PAYLOAD,7,2,N,1,0,f7f31345a1f8cd81,e21a13b453180fa1
245,1,REAL,13,PAYLOAD,9,4,S,1,0,f7f31345a1f8cd81,e21a13b453180fa1
246,1,NULO,16,PAYLOAD,12,2,N,2,0,ac38ecf3e7ea6c8f,d3a84e50aea72e10
247,0,NULO,26,PAYLOAD,22,2,N,4,1,4cfd64574be51110,fad32430e3bae1d3
248,0,PHAN_STRICT_POSTHOC,43,PAYLOAD,39,4,S,7,1,f7f31345a1f8cd81,e21a13b453180fa1
249,0,REAL,20,PAYLOAD,16,1,A,3,0,f7f31345a1f8cd81,e21a13b453180fa1
250,0,NULO,47,PAYLOAD,43,3,U,8,1,4cfd64574be51110,9cbcacc40de0f619
251,1,NULO,40,PAYLOAD,36,1,A,7,1,4cfd64574be51110,fad32430e3bae1d3
252,1,PHAN_STRICT_POSTHOC,4,PAYLOAD,0,0,J,0,0,f7f31345a1f8cd81,e21a13b453180fa1
253,0,REAL,31,PAYLOAD,27,2,N,5,1,1145d10ea689307a,d2c861a98ef8a254
254,0,PHAN_STRICT_POSTHOC,39,PAYLOAD,35,0,J,7,0,f7f31345a1f8cd81,e21a13b453180fa1
255,1,NULO,39,PAYLOAD,35,0,J,7,0,ac38ecf3e7ea6c8f,d3a84e50aea72e10
256,0,REAL,22,PAYLOAD,18,3,U,3,1,1145d10ea689307a,d2c861a98ef8a254
257,0,PHAN_STRICT_POSTHOC,37,PAYLOAD,33,3,U,6,0,f7f31345a1f8cd81,e21a13b453180fa1
258,1,REAL,29,PAYLOAD,25,0,J,5,0,f7f31345a1f8cd81,e21a13b453180fa1
259,1,REAL,36,PAYLOAD,32,2,N,6,1,1145d10ea689307a,d2c861a98ef8a254
260,0,NULO,0,HEADER,-1,-1,,-1,0,ac38ecf3e7ea6c8f,717aace61ce4b072
261,1,REAL,47,PAYLOAD,43,3,U,8,1,1145d10ea689307a,d2c861a98ef8a254
262,1,PHAN_STRICT_POSTHOC,36,PAYLOAD,32,2,N,6,1,f7f31345a1f8cd81,e21a13b453180fa1
263,1,PHAN_STRICT_POSTHOC,42,PAYLOAD,38,3,U,7,1,f7f31345a1f8cd81,e21a13b453180fa1
264,1,REAL,25,PAYLOAD,21,1,A,4,0,f7f31345a1f8cd81,e21a13b453180fa1
265,0,PHAN_STRICT_POSTHOC,12,PAYLOAD,8,3,U,1,0,f7f31345a1f8cd81,e21a13b453180fa1
266,0,NULO,30,PAYLOAD,26,1,A,5,0,ac38ecf3e7ea6c8f,d3a84e50aea72e10
267,1,PHAN_STRICT_POSTHOC,27,PAYLOAD,23,3,U,4,0,f7f31345a1f8cd81,e21a13b453180fa1
268,1,REAL,27,PAYLOAD,23,3,U,4,0,f7f31345a1f8cd81,e21a13b453180fa1
269,1,PHAN_STRICT_POSTHOC,39,PAYLOAD,35,0,J,7,0,f7f31345a1f8cd81,e21a13b453180fa1
270,0,NULO,32,PAYLOAD,28,3,U,5,1,4cfd64574be51110,9cbcacc40de0f619
271,0,REAL,3,HEADER,-1,-1,,-1,1,1145d10ea689307a,d2c861a98ef8a254
272,0,PHAN_STRICT_POSTHOC,44,PAYLOAD,40,0,J,8,0,f7f31345a1f8cd81,e21a13b453180fa1
273,1,NULO,33,PAYLOAD,29,4,S,5,0,ac38ecf3e7ea6c8f,d3a84e50aea72e10
274,0,PHAN_STRICT_POSTHOC,14,PAYLOAD,10,0,J,2,0,f7f31345a1f8cd81,e21a13b453180fa1
275,1,NULO,18,PAYLOAD,14,4,S,2,1,4cfd64574be51110,fad32430e3bae1d3
276,0,PHAN_STRICT_POSTHOC,3,HEADER,-1,-1,,-1,1,f7f31345a1f8cd81,e21a13b453180fa1
277,0,REAL,13,PAYLOAD,9,4,S,1,0,f7f31345a1f8cd81,e21a13b453180fa1
278,1,PHAN_STRICT_POSTHOC,13,PAYLOAD,9,4,S,1,0,f7f31345a1f8cd81,e21a13b453180fa1
279,0,PHAN_STRICT_POSTHOC,21,PAYLOAD,17,2,N,3,1,f7f31345a1f8cd81,e21a13b453180fa1
280,0,PHAN_STRICT_POSTHOC,13,PAYLOAD,9,4,S,1,0,f7f31345a1f8cd81,e21a13b453180fa1
281,0,REAL,47,PAYLOAD,43,3,U,8,1,1145d10ea689307a,d2c861a98ef8a254
282,0,REAL,15,PAYLOAD,11,1,A,2,0,f7f31345a1f8cd81,e21a13b453180fa1
283,0,REAL,16,PAYLOAD,12,2,N,2,0,f7f31345a1f8cd81,e21a13b453180fa1
284,1,NULO,20,PAYLOAD,16,1,A,3,0,ac38ecf3e7ea6c8f,d3a84e50aea72e10
285,0,REAL,44,PAYLOAD,40,0,J,8,0,f7f31345a1f8cd81,e21a13b453180fa1
286,1,PHAN_STRICT_POSTHOC,34,PAYLOAD,30,0,J,6,1,f7f31345a1f8cd81,e21a13b453180fa1
287,0,NULO,3,HEADER,-1,-1,,-1,1,4cfd64574be51110,9cbcacc40de0f619
288,0,NULO,22,PAYLOAD,18,3,U,3,1,4cfd64574be51110,fad32430e3bae1d3
289,0,PHAN_STRICT_POSTHOC,16,PAYLOAD,12,2,N,2,0,f7f31345a1f8cd81,e21a13b453180fa1
290,0,PHAN_STRICT_POSTHOC,27,PAYLOAD,23,3,U,4,0,f7f31345a1f8cd81,e21a13b453180fa1
291,0,PHAN_STRICT_POSTHOC,42,PAYLOAD,38,3,U,7,1,f7f31345a1f8cd81,e21a13b453180fa1
292,0,REAL,12,PAYLOAD,8,3,U,1,0,f7f31345a1f8cd81,e21a13b453180fa1
293,0,NULO,8,PAYLOAD,4,4,S,0,1,4cfd64574be51110,fad32430e3bae1d3
