pub_order,cycle,dataset,sequence_index,sequence_kind,payload_index,char_index,char_sent,bit_in_char,bit_sent,circuit_hash,transpile_hash
226,0,NULO,48,PAYLOAD,44,4,S,8,1,4cfd64574be51110,fad32430e3bae1d3
227,0,REAL,25,PAYLOAD,21,1,A,4,0,f7f31345a1f8cd81,e21a13b453180fa1
228,1,NULO,25,PAYLOAD,21,1,A,4,0,ac38ecf3e7ea6c8f,d3a84e50aea72e10
229,0,NULO,10,PAYLOAD,6,1,A,1,0,ac38ecf3e7ea6c8f,717aace61ce4b072
230,1,NULO,22,PAYLOAD,18,3,U,3,1,4cfd64574be51110,fad32430e3bae1d3
231,1,PHAN_STRICT_POSTHOC,7,PAYLOAD,3,3,U,0,0,f7f31345a1f8cd81,e21a13b453180fa1
232,0,NULO,25,PAYLOAD,21,1,A,4,0,ac38ecf3e7ea6c8f,d3a84e50aea72e10
233,1,NULO,1,HEADER,-1,-1,,-1,1,4cfd64574be51110,9cbcacc40de0f619
234,0,NULO,9,PAYLOAD,5,0,J,1,1,4cfd64574be51110,fad32430e3bae1d3
235,1,REAL,22,PAYLOAD,18,3,U,3,1,1145d10ea689307a,d2c861a98ef8a254
236,0,REAL,11,PAYLOAD,7,2,N,1,0,f7f31345a1f8cd81,e21a13b453180fa1
237,0,REAL,17,PAYLOAD,13,3,U,2,1,1145d10ea689307a,d2c861a98ef8a254
238,1,REAL,33,PAYLOAD,29,4,S,5,0,f7f31345a1f8cd81,e21a13b453180fa1
239,1,PHAN_STRICT_POSTHOC,15,PAYLOAD,11,1,A,2,0,f7f31345a1f8cd81,e21a13b453180fa1
240,1,REAL,0,HEADER,-1,-1,,-1,0,f7f31345a1f8cd81,e21a13b453180fa1
