dataset,mode,sequence_index,bit_true,bit_pred,d0,d1,margin_d0_minus_d1
PHAN_STRICT_POSTHOC,RAW,27,0,0,7.5154961004972725,8.990114665661782,-1.4746185651645094
PHAN_STRICT_POSTHOC,RAW,28,0,1,4.362105192212384,1.8152789097542237,2.5468262824581607
PHAN_STRICT_POSTHOC,RAW,29,0,1,6.145282085378051,3.4269049232724322,2.718377162105619
PHAN_STRICT_POSTHOC,RAW,30,0,1,5.512020828846796,2.067815172810934,3.4442056560358623
PHAN_STRICT_POSTHOC,RAW,31,1,1,5.917698238458928,5.364596068294388,0.5531021701645402
PHAN_STRICT_POSTHOC,RAW,32,1,1,6.368439596542664,3.4805759918820183,2.8878636046606454
PHAN_STRICT_POSTHOC,RAW,33,0,1,3.9160454865346694,2.282912383272639,1.6331331032620304
PHAN_STRICT_POSTHOC,RAW,34,1,1,4.982917433279386,3.617080139366373,1.365837293913013
PHAN_STRICT_POSTHOC,RAW,35,0,0,4.509475127492755,4.752414043720134,-0.24293891622737895
PHAN_STRICT_POSTHOC,RAW,36,1,0,3.9783977915806616,5.541220990001862,-1.5628231984212002
PHAN_STRICT_POSTHOC,RAW,37,0,1,3.2309148837097874,1.546006721360385,1.6849081623494024
PHAN_STRICT_POSTHOC,RAW,38,1,0,9.760479322637458,10.178519525780517,-0.41804020314305923
PHAN_STRICT_POSTHOC,RAW,39,0,1,7.4991460765847515,7.332935742188261,0.16621033439649047
PHAN_STRICT_POSTHOC,RAW,40,1,0,3.4584032896792,3.791687214315131,-0.33328392463593115
PHAN_STRICT_POSTHOC,RAW,41,0,0,1.983901894215733,3.918413134744259,-1.934511240528526
PHAN_STRICT_POSTHOC,RAW,42,1,0,8.146748345251028,9.597534282414788,-1.4507859371637597
PHAN_STRICT_POSTHOC,RAW,43,1,0,5.673424426235812,6.735291860158646,-1.061867433922834
PHAN_STRICT_POSTHOC,RAW,44,0,0,3.5382595538438033,4.189886487826369,-0.6516269339825658
PHAN_STRICT_POSTHOC,RAW,45,1,1,5.816941513890382,2.8200601747766822,2.9968813391136995
PHAN_STRICT_POSTHOC,RAW,46,0,1,5.823482793705299,3.858539649063353,1.9649431446419463
PHAN_STRICT_POSTHOC,RAW,47,1,1,6.024250361869436,4.182971910003118,1.8412784518663177
PHAN_STRICT_POSTHOC,RAW,48,1,1,7.305837349500412,7.2571817068440385,0.048655642656373566
PHAN_STRICT_POSTHOC,POST_Q1_1,4,0,1,9.000809266669764,7.637601521586163,1.363207745083601
PHAN_STRICT_POSTHOC,POST_Q1_1,5,1,1,7.577700391007708,5.7621614843927995,1.8155389066149086
PHAN_STRICT_POSTHOC,POST_Q1_1,6,0,1,8.176983992192996,5.553620892739859,2.6233630994531367
PHAN_STRICT_POSTHOC,POST_Q1_1,7,0,1,7.265198179570236,6.448059083373201,0.8171390961970344
PHAN_STRICT_POSTHOC,POST_Q1_1,8,1,0,2.678524012184469,3.268928209412506,-0.5904041972280369
PHAN_STRICT_POSTHOC,POST_Q1_1,9,1,1,3.1438856162251243,0.9177978946405121,2.226087721584612
PHAN_STRICT_POSTHOC,POST_Q1_1,10,0,0,5.435171124489674,5.585443502372908,-0.15027237788323422
PHAN_STRICT_POSTHOC,POST_Q1_1,11,0,0,4.3173092504564705,5.874053266590689,-1.5567440161342185
PHAN_STRICT_POSTHOC,POST_Q1_1,12,0,1,3.4985195729669423,1.5049288552794615,1.9935907176874808
PHAN_STRICT_POSTHOC,POST_Q1_1,13,0,1,5.492391619482787,4.961220350479416,0.5311712690033712
PHAN_STRICT_POSTHOC,POST_Q1_1,14,0,1,5.464105093994062,3.123914752242596,2.3401903417514665
PHAN_STRICT_POSTHOC,POST_Q1_1,15,0,1,4.557225950752335,4.002328290967029,0.5548976597853068
PHAN_STRICT_POSTHOC,POST_Q1_1,16,0,1,3.2457318812415226,1.5609177500725613,1.6848141311689613
PHAN_STRICT_POSTHOC,POST_Q1_1,17,1,1,7.006979660354377,4.950533934091398,2.0564457262629787
PHAN_STRICT_POSTHOC,POST_Q1_1,18,1,0,5.5840687119288575,7.977428688111633,-2.3933599761827757
PHAN_STRICT_POSTHOC,POST_Q1_1,19,0,1,5.405133012350897,4.26111676979123,1.1440162425596672
PHAN_STRICT_POSTHOC,POST_Q1_1,20,0,1,4.053440103362939,2.9222657847374416,1.1311743186254972
PHAN_STRICT_POSTHOC,POST_Q1_1,21,1,1,6.542171267805496,3.727044816752041,2.815126451053455
PHAN_STRICT_POSTHOC,POST_Q1_1,22,1,1,5.582089133765962,2.589754003710592,2.9923351300553698
PHAN_STRICT_POSTHOC,POST_Q1_1,23,1,1,3.4776071252232597,1.4978734236696079,1.9797337015536518
PHAN_STRICT_POSTHOC,POST_Q1_1,24,1,1,2.8654436428396814,1.4081793899862538,1.4572642528534276
PHAN_STRICT_POSTHOC,POST_Q1_1,25,0,0,3.727763087271322,4.574515321970302,-0.8467522346989798
