dataset,mode,cycle,decoder,sequence_index,bit_true,bit_pred_hard,cost0,cost1,margin,payload_index,char_index,bit_in_char
NULO,RAW,aggregate,soft_vector_codebook,19,0,1,15.87299871071687,11.871369470716711,4.001629240000158,3.0,3.0,0.0
NULO,RAW,aggregate,soft_vector_codebook,20,1,0,30.793224195317595,32.676332661676916,1.883108466359321,4.0,4.0,0.0
NULO,RAW,aggregate,soft_vector_codebook,21,1,0,44.97075157803993,47.65488849718739,2.6841369191474627,5.0,0.0,1.0
NULO,RAW,aggregate,soft_vector_codebook,22,0,0,24.649921236600466,24.683999484744877,0.03407824814441085,6.0,1.0,1.0
NULO,RAW,aggregate,soft_vector_codebook,23,0,1,43.01623510415848,42.80743662597368,0.20879847818480357,7.0,2.0,1.0
NULO,RAW,aggregate,soft_vector_codebook,24,0,0,26.466079216855245,28.35963289324266,1.8935536763874161,8.0,3.0,1.0
NULO,RAW,aggregate,soft_vector_codebook,25,0,0,4.286954528375627,5.151930062448991,0.8649755340733636,9.0,4.0,1.0
NULO,RAW,aggregate,soft_vector_codebook,26,0,0,20.567376129522486,23.071787410188414,2.504411280665927,10.0,0.0,2.0
NULO,RAW,aggregate,soft_vector_codebook,27,0,0,76.94333462139903,85.81693194869639,8.873597327297361,11.0,1.0,2.0
NULO,RAW,aggregate,soft_vector_codebook,28,0,0,5.824221564346534,8.54645898494366,2.7222374205971267,12.0,2.0,2.0
NULO,RAW,aggregate,soft_vector_codebook,29,1,1,19.17655341422116,16.685714003595763,2.490839410625398,13.0,3.0,2.0
NULO,RAW,aggregate,soft_vector_codebook,30,1,0,30.89147788220273,34.320290503651094,3.4288126214483654,14.0,4.0,2.0
NULO,RAW,aggregate,soft_vector_codebook,31,0,1,5.478901905598817,4.572247072319823,0.9066548332789939,15.0,0.0,3.0
NULO,RAW,aggregate,soft_vector_codebook,32,0,0,48.49655816069147,48.51445845785725,0.0179002971657809,16.0,1.0,3.0
NULO,RAW,aggregate,soft_vector_codebook,33,1,1,28.233865910514762,26.51547129295082,1.7183946175639413,17.0,2.0,3.0
NULO,RAW,aggregate,soft_vector_codebook,34,1,1,32.53087420434913,32.01406025039088,0.5168139539582555,18.0,3.0,3.0
