dataset,mode,sequence_index,sequence_kind,payload_index,char_index,bit_in_char,bit_sent,cycle,e1_mean,e2_mean,e3_mean,cons_mean,e1_minus_e2,e1_minus_e3,e2_minus_e3,e1_ratio_e2,e2_ratio_e1,e1_share,e2_share,e3_share,e1_var,e2_var,e3_var,cons_var,e1_flicker,e2_flicker,e3_flicker,cons_flicker,cycle_scope
NULO,POST_Q1_1,27,PAYLOAD,11,1,2,0,2,0.03278688524590164,0.03278688524590164,0.03278688524590164,0.09836065573770492,0.0,0.0,0.0,0.9999695009302216,0.9999695009302216,0.3333299444788978,0.3333299444788978,0.3333299444788978,0.031711905401773724,0.03171190540177373,0.031711905401773724,0.09688255845202906,0.06584362139917696,0.06584362139917696,0.05761316872427984,0.1728395061728395,cycle
NULO,POST_Q1_1,28,PAYLOAD,12,2,2,0,2,0.05084745762711865,0.0423728813559322,0.0211864406779661,0.11440677966101695,0.008474576271186446,0.029661016949152547,0.0211864406779661,1.1999716806683363,0.8333169447667528,0.4444405597047374,0.37036713308728114,0.18518356654364057,0.048261993679977015,0.0405774202815283,0.020737575409365126,0.10131786842861248,0.09361702127659574,0.07659574468085106,0.0425531914893617,0.19574468085106383,cycle
NULO,POST_Q1_1,29,PAYLOAD,13,3,2,1,2,0.03484320557491289,0.041811846689895474,0.024390243902439025,0.10104529616724739,-0.006968641114982584,0.010452961672473865,0.01742160278745645,0.8333134032544387,1.1999655609883997,0.3448241736366264,0.4137890083639517,0.2413769215456385,0.03362915660017725,0.04006361616627614,0.023795359904818552,0.11174106763466836,0.06293706293706294,0.08391608391608392,0.04895104895104895,0.1958041958041958,cycle
NULO,POST_Q1_1,30,PAYLOAD,14,4,2,1,2,0.035483870967741936,0.03225806451612903,0.016129032258064516,0.08387096774193549,0.0032258064516129045,0.01935483870967742,0.016129032258064516,1.0999659010570673,0.9090652899781915,0.4230718787583686,0.38461079887124416,0.19230539943562208,0.03422476586888658,0.031217481789802295,0.015868886576482836,0.10264308012486992,0.06472491909385113,0.06472491909385113,0.032362459546925564,0.16181229773462782,cycle
NULO,POST_Q1_1,31,PAYLOAD,15,0,3,0,2,0.034782608695652174,0.0391304347826087,0.008695652173913044,0.08260869565217391,-0.004347826086956524,0.026086956521739132,0.030434782608695657,0.8888661734200125,1.1249676571798561,0.42104753468773803,0.4736784765237053,0.10526188367193451,0.0335727788279773,0.03759924385633269,0.008620037807183362,0.0757844990548204,0.0611353711790393,0.07860262008733625,0.017467248908296942,0.1222707423580786,cycle
NULO,POST_Q1_1,32,PAYLOAD,16,1,3,0,2,0.008547008547008548,0.05982905982905983,0.038461538461538464,0.10683760683760683,-0.05128205128205128,-0.029914529914529916,0.021367521367521368,0.14285475514194979,6.999181095811791,0.07999925120700871,0.559994758449061,0.3599966304315392,0.008473957191905909,0.05624954342903059,0.03698224852071005,0.09542333260281978,0.017167381974248927,0.11158798283261803,0.06866952789699571,0.1888412017167382,cycle
NULO,POST_Q1_1,33,PAYLOAD,17,2,3,1,2,0.03492063492063492,0.050793650793650794,0.01904761904761905,0.10476190476190476,-0.015873015873015872,0.015873015873015872,0.031746031746031744,0.6874864651102182,1.4545038028456456,0.33333015154552315,0.4848438567934882,0.18181644629755808,0.03370118417737465,0.048213655832703435,0.018684807256235822,0.09378684807256238,0.07006369426751592,0.08917197452229299,0.03821656050955414,0.18471337579617833,cycle
NULO,POST_Q1_1,34,PAYLOAD,18,3,3,1,2,0.02287581699346405,0.0196078431372549,0.026143790849673203,0.06862745098039216,0.003267973856209149,-0.0032679738562091526,-0.006535947712418302,1.1666071697010119,0.857105389392978,0.3333284762612506,0.2857101225096434,0.3809468300128579,0.02235251399034559,0.019223375624759707,0.025460293049681743,0.07045367166474434,0.04590163934426229,0.03934426229508197,0.05245901639344262,0.13114754098360656,cycle
NULO,POST_Q1_1,35,PAYLOAD,19,4,3,1,2,0.041935483870967745,0.016129032258064516,0.025806451612903226,0.08387096774193549,0.02580645161290323,0.01612903225806452,-0.00967741935483871,2.5998388099937806,0.38460621323645355,0.4999940385326175,0.19230539943562208,0.30768863909699534,0.04017689906347555,0.015868886576482836,0.02514047866805412,0.07683662851196671,0.07766990291262135,0.032362459546925564,0.05177993527508091,0.1553398058252427,cycle
NULO,POST_Q1_1,36,PAYLOAD,20,0,4,1,2,0.03908794788273615,0.02280130293159609,0.029315960912052116,0.09120521172638436,0.016286644951140062,0.009771986970684036,-0.0065146579804560255,1.7142105339094411,0.5833184101040082,0.42856672964335707,0.24999725895862498,0.32142504723251786,0.037560080213052655,0.022281403516217678,0.028456535347855142,0.08940147906078576,0.0784313725490196,0.0457516339869281,0.05555555555555555,0.16666666666666666,cycle
NULO,POST_Q1_1,37,PAYLOAD,21,1,4,0,2,0.014285714285714285,0.04285714285714286,0.01904761904761905,0.0761904761904762,-0.028571428571428574,-0.004761904761904764,0.023809523809523808,0.33332555573703276,2.9997900146989713,0.18749753909479935,0.5624926172843981,0.24999671879306584,0.014081632653061222,0.04102040816326531,0.018684807256235822,0.07038548752834467,0.028708133971291867,0.0861244019138756,0.03827751196172249,0.15311004784688995,cycle
NULO,POST_Q1_1,38,PAYLOAD,22,2,4,1,2,0.040955631399317405,0.027303754266211604,0.030716723549488054,0.09897610921501707,0.0136518771331058,0.010238907849829351,-0.0034129692832764492,1.499945064512012,0.6666503892863282,0.41378892275329765,0.2758592818355318,0.31034169206497325,0.03927826765600065,0.02655825926918194,0.029773206443872376,0.09600577758622698,0.0821917808219178,0.0547945205479452,0.06164383561643835,0.18493150684931506,cycle
NULO,POST_Q1_1,39,PAYLOAD,23,3,4,0,2,0.028925619834710745,0.024793388429752067,0.01652892561983471,0.07024793388429752,0.004132231404958678,0.012396694214876033,0.008264462809917356,1.166619613008942,0.8571132255142037,0.4117588443740977,0.35293615232065517,0.23529076821377012,0.028088928351888528,0.0241786763199235,0.016255720237688683,0.07357762447920223,0.04979253112033195,0.04979253112033195,0.03319502074688797,0.13278008298755187,cycle
NULO,POST_Q1_1,40,PAYLOAD,24,4,4,0,2,0.037037037037037035,0.0205761316872428,0.053497942386831275,0.1111111111111111,0.016460905349794237,-0.01646090534979424,-0.03292181069958848,1.7999125242513212,0.5555405559605446,0.3333303333603331,0.1851835185335184,0.4814771481871478,0.03566529492455418,0.020152754492032045,0.05063591254720654,0.10699588477366256,0.0743801652892562,0.04132231404958678,0.09090909090909091,0.2066115702479339,cycle
NULO,POST_Q1_1,41,PAYLOAD,25,0,5,0,2,0.04597701149425287,0.05747126436781609,0.01532567049808429,0.11877394636015326,-0.011494252873563218,0.030651340996168584,0.0421455938697318,0.7999860802422037,1.2499728130913152,0.38709351511588885,0.48386689389486104,0.12903117170529627,0.04386312590831021,0.054168318139780666,0.015090794321868441,0.11999236652427296,0.09230769230769231,0.1,0.03076923076923077,0.2076923076923077,cycle
NULO,POST_Q1_1,42,PAYLOAD,26,1,5,0,2,0.05042016806722689,0.01680672268907563,0.01680672268907563,0.08403361344537816,0.033613445378151266,0.033613445378151266,0.0,2.999821510620118,0.33332672235334,0.599992860084965,0.19999762002832164,0.19999762002832164,0.04787797471929948,0.016524256761528133,0.016524256761528137,0.07697196525669091,0.08016877637130802,0.03375527426160337,0.03375527426160337,0.14767932489451477,cycle
NULO,POST_Q1_1,43,PAYLOAD,27,2,5,1,2,0.02564102564102564,0.041666666666666664,0.035256410256410256,0.10256410256410256,-0.016025641025641024,-0.009615384615384616,0.006410256410256408,0.6153698465082992,1.6249366274715284,0.2499975625237654,0.4062460391011187,0.34374664847017744,0.02498356344510191,0.039930555555555566,0.03401339579224195,0.0920447074293228,0.05144694533762058,0.08360128617363344,0.06430868167202572,0.18006430868167203,cycle
NULO,POST_Q1_1,44,PAYLOAD,28,3,5,1,2,0.02875399361022364,0.038338658146964855,0.03194888178913738,0.09904153354632587,-0.009584664536741214,-0.003194888178913738,0.006389776357827476,0.7499804380102418,1.3332869645755652,0.2903196493532178,0.3870928658042904,0.322577388170242,0.027927201461686854,0.03686880543845502,0.030928150741561106,0.08923230817911788,0.04487179487179487,0.07051282051282051,0.0641025641025641,0.16025641025641027,cycle
NULO,POST_Q1_1,45,PAYLOAD,29,4,5,0,2,0.02358490566037736,0.02358490566037736,0.0047169811320754715,0.05188679245283019,0.0,0.01886792452830189,0.01886792452830189,0.9999576017976838,0.9999576017976838,0.45453669438370825,0.45453669438370825,0.09090733887674164,0.02302865788536845,0.023028657885368453,0.004694731221075112,0.058628515485938074,0.04739336492890995,0.04739336492890995,0.009478672985781991,0.10426540284360189,cycle
NULO,POST_Q1_1,46,PAYLOAD,30,0,6,1,2,0.051118210862619806,0.038338658146964855,0.012779552715654952,0.10223642172523961,0.012779552715654952,0.038338658146964855,0.025559105431309903,1.3332985564626523,0.7499853284120129,0.4999951094228359,0.37499633206712696,0.12499877735570898,0.04850513938082454,0.03686880543845502,0.012616235748042747,0.110953464871541,0.09615384615384616,0.07692307692307693,0.019230769230769232,0.16666666666666666,cycle
NULO,POST_Q1_1,47,PAYLOAD,31,1,6,0,2,0.049586776859504134,0.0371900826446281,0.028925619834710745,0.11570247933884298,0.012396694214876033,0.02066115702479339,0.008264462809917356,1.333297482445472,0.7499848753050147,0.42856772452180947,0.32142579339135713,0.24999783930438887,0.04712792842018985,0.03580698039751382,0.02808892835188852,0.1188443412335223,0.0912863070539419,0.06639004149377593,0.058091286307053944,0.1991701244813278,cycle
NULO,POST_Q1_1,48,PAYLOAD,32,2,6,1,2,0.04666666666666667,0.02,0.013333333333333334,0.08,0.02666666666666667,0.03333333333333333,0.006666666666666666,2.333216672499708,0.42856224509474794,0.5833260417578113,0.249996875039062,0.16666458335937467,0.04448888888888888,0.019599999999999992,0.013155555555555561,0.0736,0.0802675585284281,0.04013377926421405,0.026755852842809364,0.14046822742474915,cycle
NULO,POST_Q1_1,49,PAYLOAD,33,3,6,0,2,0.01276595744680851,0.03404255319148936,0.02553191489361702,0.07234042553191489,-0.021276595744680854,-0.01276595744680851,0.008510638297872342,0.37498898469857445,2.6664577941394594,0.17646814882264863,0.47058173019372973,0.35293629764529727,0.012602987777274794,0.03288365776369396,0.024880036215482116,0.0756179266636487,0.02564102564102564,0.06837606837606838,0.05128205128205128,0.13675213675213677,cycle
NULO,POST_Q1_1,50,PAYLOAD,34,4,6,1,2,0.05245901639344262,0.036065573770491806,0.029508196721311476,0.1180327868852459,0.016393442622950817,0.022950819672131147,0.00655737704918033,1.454505125085168,0.6874868947810683,0.44444067904424694,0.3055529668429198,0.24999788196238892,0.049707067992475144,0.03476484815909703,0.02863746304756785,0.10410104810534801,0.09868421052631579,0.07236842105263158,0.05592105263157895,0.20065789473684212,cycle
NULO,POST_Q1_1,51,PAYLOAD,35,0,7,0,2,0.04564315352697095,0.03319502074688797,0.03734439834024896,0.11618257261410789,0.012448132780082985,0.00829875518672199,-0.004149377593360995,1.3749585793727963,0.7272567937375191,0.39285376150869555,0.28571182655177857,0.3214258048707509,0.04355985606308434,0.03209311134450164,0.03594979425285379,0.11098293762159743,0.08333333333333333,0.06666666666666667,0.075,0.2,cycle
NULO,POST_Q1_1,52,PAYLOAD,36,1,7,1,2,0.0486322188449848,0.0243161094224924,0.02127659574468085,0.09422492401215805,0.0243161094224924,0.02735562310030395,0.0030395136778115506,1.999917753382392,0.4999897189614039,0.5161235546887261,0.25806177734436303,0.22580405517631763,0.046267126135198296,0.02372483624504578,0.02082390221819828,0.08534658770706108,0.08536585365853659,0.04878048780487805,0.042682926829268296,0.17073170731707318,cycle
NULO,POST_Q1_1,53,PAYLOAD,37,2,7,0,2,0.06324110671936758,0.02766798418972332,0.043478260869565216,0.13438735177865613,0.035573122529644265,0.01976284584980237,-0.015810276679841896,2.285631676455122,0.43749308214063864,0.4705847335900706,0.2058808209456559,0.32352700434317355,0.05924166914027716,0.026902466840600544,0.04158790170132326,0.13213766814041775,0.11904761904761904,0.05555555555555555,0.0873015873015873,0.24603174603174602,cycle
NULO,POST_Q1_1,54,PAYLOAD,38,3,7,1,2,0.03322259136212625,0.04983388704318937,0.016611295681063124,0.09966777408637874,-0.01661129568106312,0.016611295681063124,0.03322259136212624,0.6666532891573309,1.499954851358974,0.3333299889224445,0.4999949833836667,0.16666499446122224,0.03211885078531142,0.047350470745356005,0.016335360536859408,0.09637862716747055,0.06666666666666667,0.1,0.03333333333333333,0.18666666666666668,cycle
NULO,POST_Q1_1,55,PAYLOAD,39,4,7,1,2,0.05704697986577181,0.050335570469798654,0.006711409395973154,0.11409395973154363,0.0067114093959731586,0.05033557046979866,0.0436241610738255,1.133310818225078,0.8823374743195678,0.4999956176854685,0.44117260384011925,0.058823013845349235,0.05379262195396603,0.047801900815278596,0.006666366379892797,0.12121075627224001,0.11447811447811448,0.09427609427609428,0.013468013468013467,0.20875420875420875,cycle
NULO,POST_Q1_1,56,PAYLOAD,40,0,8,0,2,0.029288702928870293,0.029288702928870293,0.029288702928870293,0.08786610878661087,0.0,0.0,0.0,0.999965858308552,0.999965858308552,0.33332953972571455,0.33332953972571455,0.33332953972571455,0.02843087480961468,0.02843087480961468,0.02843087480961468,0.08851385655013043,0.058823529411764705,0.058823529411764705,0.058823529411764705,0.15966386554621848,cycle
NULO,POST_Q1_1,57,PAYLOAD,41,1,8,1,2,0.03355704697986577,0.0436241610738255,0.02348993288590604,0.10067114093959731,-0.010067114093959731,0.010067114093959731,0.020134228187919462,0.769213136498871,1.2999612611544176,0.33333002225511227,0.433329028931646,0.2333310155785786,0.032430971577856856,0.04172109364443043,0.022938155938921668,0.11067069050943654,0.06734006734006734,0.08080808080808081,0.04713804713804714,0.19528619528619529,cycle
NULO,POST_Q1_1,58,PAYLOAD,42,2,8,0,2,0.026905829596412557,0.03139013452914798,0.02242152466367713,0.08071748878923767,-0.004484304932735425,0.0044843049327354285,0.008968609865470854,0.8571155518902756,1.1666233071670835,0.33332920375486463,0.388884071047342,0.27777433646238714,0.026181905930141372,0.030404793983389973,0.02191879989543325,0.08317078565826784,0.05405405405405406,0.06306306306306306,0.036036036036036036,0.15315315315315314,cycle
NULO,POST_Q1_1,59,PAYLOAD,43,3,8,1,2,0.027972027972027972,0.02097902097902098,0.03146853146853147,0.08041958041958042,0.006993006993006992,-0.0034965034965034995,-0.010489510489510492,1.3332697808071148,0.7499731884585126,0.3478217618685263,0.26086632140139476,0.39129948210209214,0.027189593623160056,0.02053890165778278,0.030478262995745513,0.08793828549073306,0.056140350877192984,0.03508771929824561,0.056140350877192984,0.14035087719298245,cycle
NULO,POST_Q1_1,60,PAYLOAD,44,4,8,1,2,0.025974025974025976,0.03896103896103896,0.022727272727272728,0.08766233766233766,-0.012987012987012984,0.003246753246753248,0.016233766233766232,0.6666495559947295,1.4999422522232893,0.29629291636228744,0.44443937454343113,0.2592563018170015,0.025299375948726603,0.037443076404115365,0.022210743801652888,0.08647115871141846,0.05211726384364821,0.0749185667752443,0.04560260586319218,0.16612377850162866,cycle
PHAN_STRICT_POSTHOC,RAW,0,HEADER,-1,-1,-1,0,0,0.048828125,0.033203125,0.052734375,0.134765625,0.015625,-0.00390625,-0.01953125,1.4705439459705685,0.6799860738852068,0.3623161520888425,0.2463749834204129,0.39130144425594987,0.046443939208984375,0.032100677490234375,0.049953460693359375,0.14004135131835938,0.09784735812133072,0.06653620352250489,0.10567514677103718,0.2465753424657534,cycle
PHAN_STRICT_POSTHOC,RAW,1,HEADER,-1,-1,-1,1,0,0.033203125,0.033203125,0.03515625,0.1015625,0.0,-0.001953125,-0.001953125,0.9999698832599865,0.9999698832599865,0.3269198580198595,0.3269198580198595,0.3461504379033806,0.032100677490234375,0.032100677490234375,0.0339202880859375,0.10687255859375,0.06653620352250489,0.06653620352250489,0.06653620352250489,0.19569471624266144,cycle
PHAN_STRICT_POSTHOC,RAW,2,HEADER,-1,-1,-1,0,0,0.048828125,0.037109375,0.02734375,0.11328125,0.01171875,0.021484375,0.009765625,1.3157540175759475,0.7599844355187606,0.4310306777981546,0.3275833151265975,0.24137717956696658,0.046443939208984375,0.035732269287109375,0.0265960693359375,0.1160736083984375,0.09001956947162426,0.07045009784735812,0.0547945205479452,0.20743639921722112,cycle
PHAN_STRICT_POSTHOC,RAW,3,HEADER,-1,-1,-1,1,0,0.033203125,0.01953125,0.033203125,0.0859375,0.013671875,0.0,-0.013671875,1.6999129644562196,0.5882175783882273,0.3863591405481827,0.22727008267540158,0.3863591405481827,0.032100677490234375,0.0191497802734375,0.032100677490234375,0.09027099609375,0.06653620352250489,0.03913894324853229,0.06457925636007827,0.15851272015655576,cycle
PHAN_STRICT_POSTHOC,RAW,4,HEADER,-1,-1,-1,0,0,0.02734375,0.0390625,0.02734375,0.09375,-0.01171875,0.0,0.01171875,0.6999820804587402,1.42851918558407,0.2916635555887404,0.4166622222696291,0.2916635555887404,0.0265960693359375,0.03753662109375,0.0265960693359375,0.0927734375,0.0547945205479452,0.07632093933463796,0.0547945205479452,0.16634050880626222,cycle
PHAN_STRICT_POSTHOC,RAW,5,HEADER,-1,-1,-1,1,0,0.037109375,0.0390625,0.029296875,0.10546875,-0.001953125,0.0078125,0.009765625,0.9499756806225761,1.052603214060758,0.35184851580666493,0.37036685874385783,0.2777751440578934,0.035732269287109375,0.03753662109375,0.028438568115234375,0.1060638427734375,0.07436399217221135,0.07827788649706457,0.05870841487279843,0.20743639921722112,cycle
PHAN_STRICT_POSTHOC,RAW,6,HEADER,-1,-1,-1,0,0,0.0390625,0.044921875,0.037109375,0.12109375,-0.005859375,0.001953125,0.0078125,0.8695458605443218,1.1499705607536448,0.32257798129150933,0.37096467848523573,0.30644908222693384,0.03753662109375,0.042903900146484375,0.035732269287109375,0.1220550537109375,0.07436399217221135,0.09001956947162426,0.06653620352250489,0.2035225048923679,cycle
PHAN_STRICT_POSTHOC,RAW,7,HEADER,-1,-1,-1,1,0,0.046875,0.0390625,0.037109375,0.123046875,0.0078125,0.009765625,0.001953125,1.1999692807864117,0.8333155559348067,0.3809492849835887,0.31745773748632394,0.30158485061200774,0.044677734375,0.03753662109375,0.035732269287109375,0.12353134155273438,0.08610567514677103,0.07436399217221135,0.07436399217221135,0.20743639921722112,cycle
PHAN_STRICT_POSTHOC,RAW,8,HEADER,-1,-1,-1,0,0,0.041015625,0.025390625,0.029296875,0.095703125,0.015625,0.01171875,-0.00390625,1.615320996588442,0.6190325264450696,0.4285669504841092,0.26530335029968666,0.3061192503457923,0.039333343505859375,0.024745941162109375,0.028438568115234375,0.10216903686523438,0.07827788649706457,0.050880626223091974,0.05870841487279843,0.1761252446183953,cycle
PHAN_STRICT_POSTHOC,RAW,9,HEADER,-1,-1,-1,1,0,0.041015625,0.021484375,0.0390625,0.1015625,0.01953125,0.001953125,-0.017578125,1.9090020537225902,0.5237967531458281,0.4038421775539441,0.21153637871873263,0.3846115976704229,0.039333343505859375,0.021022796630859375,0.03753662109375,0.09515380859375,0.0821917808219178,0.03913894324853229,0.060665362035225046,0.17025440313111545,cycle
PHAN_STRICT_POSTHOC,RAW,10,HEADER,-1,-1,-1,0,0,0.037109375,0.0390625,0.03125,0.107421875,-0.001953125,0.005859375,0.0078125,0.9499756806225761,1.052603214060758,0.3454513296167134,0.3636329785439088,0.29090638283512704,0.035732269287109375,0.03753662109375,0.0302734375,0.10760116577148438,0.07436399217221135,0.07045009784735812,0.0547945205479452,0.18786692759295498,cycle
PHAN_STRICT_POSTHOC,RAW,11,HEADER,-1,-1,-1,1,0,0.052734375,0.048828125,0.029296875,0.130859375,0.00390625,0.0234375,0.01953125,1.0799778820529755,0.9259083679598372,0.40298199512266414,0.37313147696542975,0.22387888617925786,0.049953460693359375,0.046443939208984375,0.028438568115234375,0.14107894897460938,0.10567514677103718,0.08610567514677103,0.0547945205479452,0.22700587084148727,cycle
PHAN_STRICT_POSTHOC,RAW,12,HEADER,-1,-1,-1,0,0,0.02734375,0.02734375,0.037109375,0.091796875,0.0,-0.009765625,-0.009765625,0.999963429908849,0.999963429908849,0.29786909555368246,0.29786909555368246,0.40425091539428337,0.0265960693359375,0.0265960693359375,0.035732269287109375,0.09508895874023438,0.0547945205479452,0.0547945205479452,0.07045009784735812,0.16829745596868884,cycle
PHAN_STRICT_POSTHOC,RAW,13,HEADER,-1,-1,-1,1,0,0.044921875,0.02734375,0.03515625,0.107421875,0.017578125,0.009765625,-0.0078125,1.6427970634216804,0.6086821023810253,0.41817792532549514,0.2545430849807362,0.32726968068951795,0.042903900146484375,0.0265960693359375,0.0339202880859375,0.11541366577148438,0.09001956947162426,0.0547945205479452,0.06653620352250489,0.2035225048923679,cycle
PHAN_STRICT_POSTHOC,RAW,14,HEADER,-1,-1,-1,0,0,0.052734375,0.044921875,0.0390625,0.13671875,0.0078125,0.013671875,0.005859375,1.1738869117348345,0.8518356985230502,0.385711464510431,0.32856902532370047,0.2857121959336526,0.049953460693359375,0.042903900146484375,0.03753662109375,0.1336517333984375,0.09784735812133072,0.09001956947162426,0.07045009784735812,0.2309197651663405,cycle
PHAN_STRICT_POSTHOC,RAW,15,HEADER,-1,-1,-1,1,0,0.04296875,0.048828125,0.03515625,0.126953125,-0.005859375,0.0078125,0.013671875,0.8799819779690912,1.1363371906981075,0.3384588724470355,0.38461235505344943,0.2769208956384836,0.0411224365234375,0.046443939208984375,0.0339202880859375,0.13036727905273438,0.0821917808219178,0.09393346379647749,0.07045009784735812,0.22700587084148727,cycle
PHAN_STRICT_POSTHOC,RAW,16,PAYLOAD,0,0,0,0,0,0.033203125,0.044921875,0.041015625,0.119140625,-0.01171875,-0.0078125,0.00390625,0.7391139814626735,1.3529004302929228,0.27868618545365653,0.3770460156137706,0.34425940556039925,0.032100677490234375,0.042903900146484375,0.039333343505859375,0.11666488647460938,0.06653620352250489,0.09001956947162426,0.07045009784735812,0.21135029354207435,cycle
PHAN_STRICT_POSTHOC,RAW,17,PAYLOAD,1,1,0,1,0,0.03515625,0.033203125,0.033203125,0.1015625,0.001953125,0.001953125,0.0,1.0587916410988092,0.944417581011029,0.3461504379033806,0.3269198580198595,0.3269198580198595,0.0339202880859375,0.032100677490234375,0.032100677490234375,0.10687255859375,0.06653620352250489,0.05870841487279843,0.06653620352250489,0.18003913894324852,cycle
PHAN_STRICT_POSTHOC,RAW,18,PAYLOAD,2,2,0,0,0,0.03125,0.041015625,0.021484375,0.09375,-0.009765625,0.009765625,0.01953125,0.7618861863939317,1.3124580013439568,0.3333297778157033,0.4374953333831106,0.22916422224829602,0.0302734375,0.039333343505859375,0.021022796630859375,0.0966796875,0.06262230919765166,0.07827788649706457,0.043052837573385516,0.18003913894324852,cycle
PHAN_STRICT_POSTHOC,RAW,19,PAYLOAD,3,3,0,0,0,0.021484375,0.03125,0.033203125,0.0859375,-0.009765625,-0.01171875,-0.001953125,0.6874780007039775,1.4544777552172117,0.24999709094294176,0.36363213228064256,0.3863591405481827,0.021022796630859375,0.0302734375,0.032100677490234375,0.09027099609375,0.0410958904109589,0.06262230919765166,0.06262230919765166,0.15851272015655576,cycle
PHAN_STRICT_POSTHOC,RAW,20,PAYLOAD,4,4,0,1,0,0.048828125,0.03515625,0.03125,0.115234375,0.013671875,0.017578125,0.00390625,1.3888493838397484,0.7199852547019837,0.42372513648695115,0.30508209827060484,0.27118408735164873,0.046443939208984375,0.0339202880859375,0.0302734375,0.10976791381835938,0.08610567514677103,0.06262230919765166,0.06262230919765166,0.2035225048923679,cycle
PHAN_STRICT_POSTHOC,RAW,21,PAYLOAD,5,0,1,1,0,0.03515625,0.025390625,0.02734375,0.087890625,0.009765625,0.0078125,-0.001953125,1.3845608542186645,0.7222016795966693,0.39999544894066985,0.28888560201270597,0.31110757139829875,0.0339202880859375,0.024745941162109375,0.0265960693359375,0.08407211303710938,0.07045009784735812,0.050880626223091974,0.0547945205479452,0.16829745596868884,cycle
PHAN_STRICT_POSTHOC,RAW,22,PAYLOAD,6,1,1,0,0,0.048828125,0.044921875,0.025390625,0.119140625,0.00390625,0.0234375,0.01953125,1.0869323256804022,0.9199811587858681,0.40983262566714196,0.3770460156137706,0.21311296534691382,0.046443939208984375,0.042903900146484375,0.024745941162109375,0.12057113647460938,0.09393346379647749,0.08610567514677103,0.050880626223091974,0.21526418786692758,cycle
PHAN_STRICT_POSTHOC,RAW,23,PAYLOAD,7,2,1,0,0,0.033203125,0.0234375,0.03515625,0.091796875,0.009765625,-0.001953125,-0.01171875,1.4166062248010751,0.7058610940658728,0.361698187458043,0.25531636761744214,0.38297455142616316,0.032100677490234375,0.02288818359375,0.0339202880859375,0.08727645874023438,0.06262230919765166,0.046966731898238745,0.06653620352250489,0.16829745596868884,cycle
PHAN_STRICT_POSTHOC,RAW,24,PAYLOAD,8,3,1,0,0,0.037109375,0.033203125,0.041015625,0.111328125,0.00390625,-0.00390625,-0.0078125,1.117613398937632,0.8947127319516442,0.33333033920818117,0.2982429350810042,0.3684177433353581,0.035732269287109375,0.032100677490234375,0.039333343505859375,0.09893417358398438,0.07436399217221135,0.06262230919765166,0.07436399217221135,0.19569471624266144,cycle
PHAN_STRICT_POSTHOC,RAW,25,PAYLOAD,9,4,1,0,0,0.029296875,0.04296875,0.029296875,0.1015625,-0.013671875,0.0,0.013671875,0.6818023144188644,1.4666166061531767,0.2884586982528172,0.42307275743746525,0.2884586982528172,0.028438568115234375,0.0411224365234375,0.028438568115234375,0.11859130859375,0.0547945205479452,0.0821917808219178,0.05870841487279843,0.18786692759295498,cycle
PHAN_STRICT_POSTHOC,RAW,26,PAYLOAD,10,0,2,0,0,0.03515625,0.04296875,0.029296875,0.107421875,-0.0078125,0.005859375,0.013671875,0.8181627773026373,1.2221874577789786,0.32726968068951795,0.3999962763982997,0.2727247339079316,0.0339202880859375,0.0411224365234375,0.028438568115234375,0.11931991577148438,0.07045009784735812,0.08610567514677103,0.0547945205479452,0.18786692759295498,cycle
PHAN_STRICT_POSTHOC,RAW,27,PAYLOAD,11,1,2,0,0,0.03515625,0.029296875,0.033203125,0.09765625,0.005859375,0.001953125,-0.00390625,1.1999590413980536,0.8333096303038491,0.35999631363774837,0.29999692803145694,0.3399965184356512,0.0339202880859375,0.028438568115234375,0.032100677490234375,0.0881195068359375,0.07045009784735812,0.0547945205479452,0.060665362035225046,0.162426614481409,cycle
PHAN_STRICT_POSTHOC,RAW,28,PAYLOAD,12,2,2,0,0,0.041015625,0.04296875,0.029296875,0.11328125,-0.001953125,0.01171875,0.013671875,0.9545232401864102,1.0475935062916562,0.3620657693504499,0.37930699646237603,0.25861840667889274,0.039333343505859375,0.0411224365234375,0.028438568115234375,0.1277923583984375,0.07827788649706457,0.0821917808219178,0.05870841487279843,0.19960861056751467,cycle
PHAN_STRICT_POSTHOC,RAW,29,PAYLOAD,13,3,2,1,0,0.03515625,0.0546875,0.037109375,0.126953125,-0.01953125,-0.001953125,0.017578125,0.6428453879700485,1.5555113099005184,0.2769208956384836,0.43076583765986337,0.29230538984062154,0.0339202880859375,0.05169677734375,0.035732269287109375,0.12255477905273438,0.06653620352250489,0.10567514677103718,0.07045009784735812,0.2309197651663405,cycle
PHAN_STRICT_POSTHOC,RAW,30,PAYLOAD,14,4,2,1,0,0.04296875,0.03515625,0.029296875,0.107421875,0.0078125,0.013671875,0.005859375,1.2221874577789786,0.8181627773026373,0.3999962763982997,0.32726968068951795,0.2727247339079316,0.0411224365234375,0.0339202880859375,0.028438568115234375,0.11541366577148438,0.07827788649706457,0.06653620352250489,0.050880626223091974,0.18786692759295498,cycle
