dataset,mode,cycle,decoder,sequence_index,bit_true,bit_pred_hard,cost0,cost1,margin,payload_index,char_index,bit_in_char
NULO,RAW,1,hard_vector,27,0,1,95.66540432373908,75.82301986985682,19.84238445388226,,,
NULO,RAW,1,hard_vector,28,0,1,103.90590669289018,80.00064024717416,23.905266445716023,,,
NULO,RAW,1,hard_vector,29,1,1,33.658139008742815,21.05111440437696,12.607024604365854,,,
NULO,RAW,1,hard_vector,30,1,1,22.45036274400054,15.65000862030288,6.800354123697659,,,
NULO,RAW,1,hard_vector,31,0,0,21.22302250204902,23.268786736163303,2.0457642341142837,,,
NULO,RAW,1,hard_vector,32,0,0,18.92799739416061,19.962652487168942,1.0346550930083325,,,
NULO,RAW,1,hard_vector,33,1,0,46.44589968341987,61.10835057560491,14.662450892185042,,,
NULO,RAW,1,hard_vector,34,1,0,35.23413252277579,45.59665766382719,10.3625251410514,,,
NULO,RAW,1,hard_vector,35,1,1,21.803708669568547,17.131422863211327,4.67228580635722,,,
NULO,RAW,1,hard_vector,36,1,1,37.62060521779462,26.142506040014094,11.478099177780525,,,
NULO,RAW,1,hard_vector,37,0,1,57.55429975649673,43.580239492340674,13.974060264156059,,,
NULO,RAW,1,hard_vector,38,1,1,16.447805256382633,7.9180778152630396,8.529727441119594,,,
NULO,RAW,1,hard_vector,39,0,0,5.2071021697676185,10.532946425537874,5.325844255770256,,,
NULO,RAW,1,hard_vector,40,0,1,195.58389275445413,163.70436386063128,31.87952889382285,,,
NULO,RAW,1,hard_vector,41,0,0,16.00529360864413,26.42986368798207,10.42457007933794,,,
NULO,RAW,1,hard_vector,42,0,1,15.728413723355407,11.84326717269449,3.8851465506609166,,,
NULO,RAW,1,hard_vector,43,1,1,11.307104922155208,8.093882204388738,3.2132227177664703,,,
NULO,RAW,1,hard_vector,44,1,1,15.077143591767856,11.192514194252276,3.88462939751558,,,
NULO,RAW,1,hard_vector,45,0,1,45.54577291241762,30.843310957005666,14.702461955411952,,,
NULO,RAW,1,hard_vector,46,1,1,10.956869334679057,6.064720392456785,4.892148942222272,,,
NULO,RAW,1,hard_vector,47,0,1,32.01442266639208,31.372568200047173,0.6418544663449062,,,
NULO,RAW,1,hard_vector,48,1,0,31.177278854162047,32.1156043786392,0.9383255244771505,,,
