dataset,mode,sequence_index,sequence_kind,payload_index,char_index,char_sent,bit_in_char,bit_sent,n,cons_mean,cons_var,cons_std,cons_skew,cons_kurt,cons_flicker,e1_mean,e2_mean,e3_mean,e1_var,e2_var,e3_var,e1_flicker,e2_flicker,e3_flicker
REAL,POST_Q1_1,34,PAYLOAD,30,0,J,6,1,271.0,0.07380073800738007,0.07573426287768412,0.27519858807356573,3.779455398511602,14.382971481237114,0.1259259259259259,0.025830258302583026,0.01845018450184502,0.02952029520295203,0.025163056058604878,0.0181097751936929,0.028648847374082586,0.05185185185185185,0.037037037037037035,0.05185185185185185
REAL,POST_Q1_1,35,PAYLOAD,31,1,A,6,0,239.0,0.17573221757322174,0.18669140946412005,0.4320780131690573,2.44721496044535,5.444201635555176,0.31932773109243695,0.058577405857740586,0.05439330543933055,0.06276150627615062,0.05514609338071813,0.051434673762714225,0.058822499606099324,0.11764705882352941,0.10084033613445378,0.1092436974789916
REAL,POST_Q1_1,36,PAYLOAD,32,2,N,6,1,253.0,0.1067193675889328,0.11114062085019294,0.33337759500331293,3.167247487873086,9.91845991175165,0.1626984126984127,0.05533596837944664,0.019762845849802372,0.03162055335968379,0.05227389898295552,0.019372275773719323,0.03062069396491119,0.07936507936507936,0.03571428571428571,0.05555555555555555
REAL,POST_Q1_1,37,PAYLOAD,33,3,U,6,0,222.0,0.16216216216216217,0.16289262235208177,0.40359958170454263,2.429656658612556,5.34203382332241,0.2579185520361991,0.06756756756756757,0.03153153153153153,0.06306306306306306,0.06300219138056977,0.03053729405080755,0.05908611314016719,0.12669683257918551,0.06334841628959276,0.12217194570135746
REAL,POST_Q1_1,38,PAYLOAD,34,4,S,6,1,262.0,0.06870229007633588,0.0716158732008624,0.2676114220298947,3.9925569440337667,16.31414798724346,0.13026819923371646,0.026717557251908396,0.015267175572519083,0.026717557251908396,0.02600372938639939,0.01503408892255696,0.02600372938639939,0.05363984674329502,0.03065134099616858,0.05363984674329502
REAL,POST_Q1_1,39,PAYLOAD,35,0,J,7,0,237.0,0.189873417721519,0.2128932329220745,0.461403546715968,2.6905455815752592,8.190557946289175,0.3559322033898305,0.08016877637130802,0.05063291139240506,0.05907172995780591,0.0737417436664352,0.04806921967633394,0.05558226067759798,0.15254237288135594,0.1016949152542373,0.11864406779661017
REAL,POST_Q1_1,40,PAYLOAD,36,1,A,7,1,272.0,0.08088235294117647,0.0890462802768166,0.29840623364269153,3.871149642977044,15.539729463405894,0.14760147601476015,0.029411764705882353,0.01838235294117647,0.03308823529411765,0.028546712802768163,0.018044442041522488,0.03199340397923875,0.05904059040590406,0.02952029520295203,0.06642066420664207
REAL,POST_Q1_1,41,PAYLOAD,37,2,N,7,0,235.0,0.20425531914893616,0.1625350837483024,0.403156401100494,1.4671461499496028,0.1525178253119437,0.2692307692307692,0.059574468085106386,0.05531914893617021,0.08936170212765958,0.05602535083748305,0.052258940697148024,0.08137618832050698,0.10256410256410256,0.09829059829059829,0.1282051282051282
REAL,POST_Q1_1,42,PAYLOAD,38,3,U,7,1,263.0,0.07984790874524715,0.0810767829519004,0.284739851358921,3.583636203314271,12.747308588098107,0.1450381679389313,0.019011406844106463,0.030418250950570342,0.030418250950570342,0.01864997325391432,0.029492980959678464,0.02949298095967846,0.03816793893129771,0.05343511450381679,0.061068702290076333
REAL,POST_Q1_1,43,PAYLOAD,39,4,S,7,1,240.0,0.07916666666666666,0.07289930555555557,0.26999871398870695,3.11729879832639,7.717551798047149,0.14225941422594143,0.0375,0.016666666666666666,0.025,0.036093750000000015,0.01638888888888889,0.024374999999999997,0.07531380753138076,0.03347280334728033,0.0502092050209205
REAL,POST_Q1_1,44,PAYLOAD,40,0,J,8,0,242.0,0.17768595041322313,0.16264257905880744,0.4032896961971722,2.057639848952514,3.2623758282183246,0.3070539419087137,0.07851239669421488,0.05785123966942149,0.04132231404958678,0.07234820025954515,0.05450447373813262,0.03961478041117411,0.14937759336099585,0.1078838174273859,0.08298755186721991
REAL,POST_Q1_1,45,PAYLOAD,41,1,A,8,1,265.0,0.0830188679245283,0.07612673549305804,0.27591073827065526,3.0225799451591686,7.1359895248784095,0.14393939393939395,0.018867924528301886,0.022641509433962263,0.04150943396226415,0.01851192595229619,0.022128871484514066,0.03978640085439659,0.03787878787878788,0.03787878787878788,0.07575757575757576
REAL,POST_Q1_1,46,PAYLOAD,42,2,N,8,0,229.0,0.2096069868995633,0.1831391468507465,0.42794759825327505,1.7561687732152427,1.9573891188958674,0.36403508771929827,0.08296943231441048,0.056768558951965066,0.06986899563318777,0.07608550561583494,0.053545889666482334,0.06498731908239735,0.14912280701754385,0.11403508771929824,0.11842105263157894
REAL,POST_Q1_1,47,PAYLOAD,43,3,U,8,1,256.0,0.09765625,0.0959320068359375,0.30972892476476505,3.0982264811632163,9.040011795669875,0.19607843137254902,0.046875,0.0078125,0.04296875,0.044677734375,0.00775146484375,0.0411224365234375,0.09411764705882353,0.01568627450980392,0.08627450980392157
REAL,POST_Q1_1,48,PAYLOAD,44,4,S,8,1,256.0,0.109375,0.113037109375,0.33620991861484395,3.1010063509367845,9.438650177964165,0.20392156862745098,0.03125,0.02734375,0.05078125,0.0302734375,0.0265960693359375,0.0482025146484375,0.054901960784313725,0.054901960784313725,0.09411764705882353
