dataset,mode,sequence_index,sequence_kind,payload_index,char_index,char_sent,bit_in_char,bit_sent,n,cons_mean,cons_var,cons_std,cons_skew,cons_kurt,cons_flicker,e1_mean,e2_mean,e3_mean,e1_var,e2_var,e3_var,e1_flicker,e2_flicker,e3_flicker
REAL,RAW,10,PAYLOAD,6,1,A,1,0,512.0,0.134765625,0.12832260131835938,0.35822144173452175,2.514664521959805,5.512415701658885,0.2465753424657534,0.05078125,0.03515625,0.048828125,0.0482025146484375,0.0339202880859375,0.046443939208984375,0.09784735812133072,0.06262230919765166,0.09784735812133072
REAL,RAW,11,PAYLOAD,7,2,N,1,0,512.0,0.125,0.12109375,0.34798527267687634,2.6766983721409687,6.481789802289285,0.2309197651663405,0.052734375,0.02734375,0.044921875,0.049953460693359375,0.0265960693359375,0.042903900146484375,0.09784735812133072,0.0547945205479452,0.08610567514677103
REAL,RAW,12,PAYLOAD,8,3,U,1,0,512.0,0.12109375,0.1142425537109375,0.337997860512367,2.6222115141534603,5.923996946650892,0.2309197651663405,0.046875,0.029296875,0.044921875,0.044677734375,0.028438568115234375,0.042903900146484375,0.09001956947162426,0.05870841487279843,0.09001956947162426
REAL,RAW,13,PAYLOAD,9,4,S,1,0,512.0,0.142578125,0.14178085327148438,0.3765379838362717,2.5780025822482084,6.108580477905832,0.25048923679060664,0.05078125,0.046875,0.044921875,0.0482025146484375,0.044677734375,0.042903900146484375,0.09001956947162426,0.09393346379647749,0.0821917808219178
REAL,RAW,14,PAYLOAD,10,0,J,2,0,512.0,0.125,0.11328125,0.3365728004459065,2.4204426838250215,4.429250891795481,0.22113502935420742,0.064453125,0.01953125,0.041015625,0.060298919677734375,0.0191497802734375,0.039333343505859375,0.1232876712328767,0.03913894324853229,0.07436399217221135
REAL,RAW,15,PAYLOAD,11,1,A,2,0,512.0,0.12109375,0.1337738037109375,0.36575101327397236,3.1219772381102464,9.658321347191396,0.21526418786692758,0.044921875,0.02734375,0.048828125,0.042903900146484375,0.0265960693359375,0.046443939208984375,0.0821917808219178,0.046966731898238745,0.08610567514677103
REAL,RAW,16,PAYLOAD,12,2,N,2,0,512.0,0.111328125,0.11065292358398438,0.3326453420446232,2.9381575844558583,8.174180580439353,0.20743639921722112,0.044921875,0.03515625,0.03125,0.042903900146484375,0.0339202880859375,0.0302734375,0.08610567514677103,0.07045009784735812,0.06262230919765166
REAL,RAW,17,PAYLOAD,13,3,U,2,1,512.0,0.06640625,0.0619964599609375,0.24899088328880137,3.4828082399874867,10.129953236524738,0.12915851272015655,0.017578125,0.01953125,0.029296875,0.017269134521484375,0.0191497802734375,0.028438568115234375,0.03522504892367906,0.03913894324853229,0.0547945205479452
REAL,RAW,18,PAYLOAD,14,4,S,2,1,512.0,0.1015625,0.10687255859375,0.3269136867641825,3.6220028651251934,16.534672363120542,0.18786692759295498,0.0390625,0.025390625,0.037109375,0.03753662109375,0.024745941162109375,0.035732269287109375,0.07436399217221135,0.050880626223091974,0.06653620352250489
REAL,RAW,19,PAYLOAD,15,0,J,3,0,512.0,0.109375,0.109130859375,0.33034960174790584,2.9794803112228285,8.45604552347492,0.2035225048923679,0.04296875,0.03515625,0.03125,0.0411224365234375,0.0339202880859375,0.0302734375,0.08610567514677103,0.07045009784735812,0.06262230919765166
